CustomerID,TransactionDate,TransactionAmount
CUST10919,17-04-2025,721.84
CUST10650,11-11-2024,383.08
CUST10806,07-05-2025,214.03
CUST10612,04-03-2025,730.72
CUST10550,09-04-2023,1637.13
CUST10207,23-04-2022,1280.43
CUST10302,14-03-2024,244.87
CUST10607,17-03-2024,759.6
CUST10242,13-10-2021,1788.61
CUST10104,21-01-2025,523.72
CUST10558,23-07-2025,958.05
CUST10042,25-11-2023,714.62
CUST10337,23-01-2024,193.5
CUST10313,23-03-2024,1239.66
CUST10569,01-08-2024,688.3
CUST10182,21-06-2024,638.76
CUST10757,28-08-2024,442.09
CUST10128,12-06-2024,606.66
CUST10423,05-11-2023,1082.09
CUST10325,14-08-2023,862.74
CUST10558,25-05-2024,668.01
CUST10291,13-12-2024,525.93
CUST10613,04-05-2024,244.31
CUST10842,15-01-2025,313.23
CUST10931,29-02-2024,1026.02
CUST10023,25-06-2023,863.66
CUST10796,10-05-2024,1499.48
CUST10661,27-01-2022,556.98
CUST10546,17-09-2022,876
CUST10253,10-02-2025,482.5
CUST10029,16-04-2025,201.12
CUST10325,13-12-2023,1298.46
CUST10488,09-07-2024,267.71
CUST10051,13-02-2025,1161.01
CUST10209,04-10-2024,459.37
CUST10408,06-08-2024,1393.2
CUST10101,20-07-2022,787.66
CUST10841,01-07-2024,1011.19
CUST10450,02-09-2022,3437.11
CUST10727,05-12-2023,292.36
CUST10646,03-01-2024,409.67
CUST10816,24-11-2020,2132.35
CUST10954,03-07-2025,205.1
CUST10414,14-11-2021,1790.56
CUST10505,22-01-2024,1720.84
CUST10551,12-03-2025,291.38
CUST10564,20-10-2024,978.33
CUST10207,23-12-2024,905.16
CUST10774,21-06-2024,997.48
CUST10796,31-08-2024,2451.77
CUST10458,09-02-2024,1406.11
CUST10109,13-12-2022,1398.83
CUST10695,08-04-2021,286.3
CUST10653,06-07-2025,750.83
CUST10197,26-08-2023,458.31
CUST10780,11-05-2023,1186.85
CUST10773,29-02-2024,939.55
CUST10855,11-12-2023,1043.74
CUST10667,16-05-2024,2354.6
CUST10179,07-09-2022,859.21
CUST10650,22-06-2022,569.82
CUST10263,23-02-2025,121.49
CUST10619,18-04-2025,2229.27
CUST10724,28-07-2025,630.53
CUST10897,16-03-2024,164.39
CUST10268,27-05-2023,347.24
CUST10007,18-04-2023,949.47
CUST10068,19-01-2025,927.18
CUST10831,01-06-2022,1051.98
CUST10875,12-05-2023,320.54
CUST10683,07-06-2023,469.9
CUST10681,13-09-2023,2145.09
CUST10395,07-12-2024,1662.31
CUST10018,07-02-2023,240.16
CUST10824,20-12-2023,67.26
CUST10195,28-11-2024,395.03
CUST10517,25-10-2024,475.17
CUST10340,10-07-2022,555.75
CUST10280,29-10-2022,1306.12
CUST10652,21-06-2022,810.5
CUST10579,18-07-2025,579.5
CUST10210,23-04-2023,1413.82
CUST10786,10-04-2025,621.63
CUST10489,10-02-2025,1227.51
CUST10572,10-08-2024,1573.09
CUST10151,05-08-2022,972.57
CUST10463,10-10-2023,128.48
CUST10042,01-02-2022,2022.47
CUST10389,17-08-2024,1382.11
CUST10522,16-03-2021,336.92
CUST10404,10-12-2024,22.66
CUST10411,11-06-2024,1039.56
CUST10056,14-09-2024,947.18
CUST10655,04-05-2024,2064.35
CUST10061,22-03-2025,1021.13
CUST10296,30-07-2024,248.49
CUST10362,23-03-2025,1902.73
CUST10239,18-07-2024,3005.08
CUST10744,22-09-2022,587.38
CUST10201,03-02-2025,520.42
CUST10470,08-06-2025,245.74
CUST10571,01-05-2021,1712.92
CUST10481,22-01-2024,800.41
CUST10480,24-03-2025,241.54
CUST10038,26-08-2024,768.95
CUST10785,14-02-2025,1041.76
CUST10997,19-01-2024,402.71
CUST10560,03-07-2024,1270.2
CUST10195,02-10-2024,569.32
CUST10120,10-06-2024,2057.42
CUST10329,31-03-2024,481.55
CUST10832,04-05-2025,737.32
CUST10935,03-04-2024,1166.42
CUST10731,20-04-2022,806.24
CUST10306,08-02-2025,1234.63
CUST10959,23-06-2022,1849.85
CUST10438,19-05-2025,911.59
CUST10749,23-01-2022,1598.23
CUST10831,10-03-2025,1262.07
CUST10254,18-09-2024,1495.79
CUST10861,10-07-2022,1027.34
CUST10718,20-02-2025,332.06
CUST10758,04-04-2024,922.14
CUST10160,29-04-2025,1933.39
CUST10882,25-07-2021,711.1
CUST10910,12-06-2022,966.9
CUST10283,15-04-2025,519.11
CUST10602,15-11-2023,366.89
CUST10272,18-03-2024,33.7
CUST10700,05-02-2025,2576.78
CUST10562,25-04-2024,538.73
CUST10894,11-12-2024,326.75
CUST10598,19-05-2024,1310.6
CUST10383,14-03-2023,733.74
CUST10990,25-08-2024,417.97
CUST10109,01-02-2023,1111.46
CUST10673,10-11-2024,2912.24
CUST10706,19-09-2024,215.78
CUST10368,04-05-2023,536.11
CUST10435,23-01-2024,2782.23
CUST10518,23-11-2023,3274.59
CUST10434,16-03-2023,624.63
CUST10462,01-01-2025,1117.98
CUST10836,01-12-2024,158.12
CUST10490,31-12-2024,1172.74
CUST10228,22-10-2024,1609.47
CUST10100,31-07-2024,1236.69
CUST10181,12-02-2022,72.57
CUST10529,05-07-2024,1898.24
CUST10609,11-09-2024,493.73
CUST10462,10-08-2022,553.2
CUST10635,15-11-2022,363.39
CUST10937,13-08-2023,301.9
CUST10478,22-10-2022,1038.67
CUST10058,08-04-2022,3109.62
CUST10104,18-03-2025,589.11
CUST10086,03-02-2024,957.06
CUST10410,12-06-2023,849.83
CUST10887,05-04-2024,568.14
CUST10408,17-08-2023,379.23
CUST10771,10-06-2025,508.6
CUST10272,08-11-2024,553.21
CUST10195,15-11-2024,435.8
CUST10670,27-09-2023,825.16
CUST10696,30-01-2024,565.45
CUST10503,21-03-2024,104.92
CUST10587,30-03-2023,2474.33
CUST10685,21-05-2024,483.09
CUST10963,26-08-2024,2186.53
CUST10689,13-07-2023,495.74
CUST10366,25-07-2024,1307.09
CUST10994,23-07-2024,1251.1
CUST10609,16-01-2025,1186.96
CUST10384,06-11-2024,516.64
CUST10552,26-01-2025,684.82
CUST10518,20-11-2022,847.16
CUST10831,24-11-2022,882.13
CUST10115,26-01-2023,738.22
CUST10604,31-05-2025,379.76
CUST10012,25-02-2025,1303.17
CUST10243,07-12-2024,1600.07
CUST10500,31-12-2023,689.95
CUST10394,28-03-2024,768.61
CUST10269,02-06-2025,356.2
CUST10628,04-02-2022,641.95
CUST10862,21-05-2024,918.17
CUST10273,17-08-2024,530.92
CUST10087,29-07-2025,541.78
CUST10166,30-05-2025,2047.96
CUST10403,06-04-2025,988.75
CUST10983,01-10-2021,3461.7
CUST10100,20-06-2025,1730.55
CUST10802,27-12-2023,111.21
CUST10052,09-01-2022,488.24
CUST10217,30-07-2023,1238.48
CUST10870,27-08-2024,1049.56
CUST10353,03-09-2023,731.5
CUST10872,14-03-2024,701.61
CUST10184,08-03-2023,1083.84
CUST10178,26-11-2023,385.74
CUST10874,12-02-2024,359.92
CUST10297,15-03-2025,1109.92
CUST10577,27-08-2021,297.58
CUST10118,01-02-2024,1668.01
CUST10239,25-01-2025,859.99
CUST10856,11-09-2023,441.28
CUST10901,23-07-2023,528.46
CUST10663,17-05-2024,353.37
CUST10790,21-05-2023,1720.75
CUST10015,24-07-2025,3020.55
CUST10428,25-05-2024,340.34
CUST10295,19-04-2024,403.93
CUST10160,21-05-2025,1551.86
CUST10149,23-07-2022,1289.23
CUST10861,02-02-2025,236.5
CUST10593,29-04-2025,1482
CUST10136,03-11-2024,568.2
CUST10622,06-09-2024,637.25
CUST10335,29-09-2023,247.63
CUST10561,01-04-2024,1091.41
CUST10194,03-09-2024,533.82
CUST10125,12-08-2022,316.53
CUST10342,27-12-2024,2286.04
CUST10672,14-08-2024,819.11
CUST10505,12-01-2024,1337.02
CUST10206,26-12-2022,1270.95
CUST10319,08-09-2021,385.71
CUST10639,09-06-2021,833.45
CUST10716,01-05-2024,461.57
CUST10814,11-05-2022,940.72
CUST10040,26-03-2023,1739.26
CUST10734,13-04-2025,85.48
CUST10850,30-01-2024,794.03
CUST10618,20-02-2022,2579.54
CUST10195,01-07-2024,790.39
CUST10180,31-05-2022,807.11
CUST10338,24-09-2024,1093.97
CUST10673,19-04-2021,188.21
CUST10518,01-03-2025,766.95
CUST10195,16-03-2025,1202.65
CUST10196,09-11-2024,520.42
CUST10978,05-01-2022,1342.4
CUST10664,23-08-2024,411.61
CUST10912,29-12-2024,736.76
CUST10433,30-06-2025,1043.61
CUST10113,18-05-2022,293.24
CUST10334,29-11-2024,1584.69
CUST10596,13-06-2025,335.75
CUST10581,25-10-2023,687.84
CUST10934,11-07-2023,509.88
CUST10721,18-04-2025,2616.88
CUST10275,25-01-2025,1143.82
CUST10182,13-06-2022,1054.31
CUST10002,17-01-2024,469.6
CUST10771,03-02-2025,972.93
CUST10652,22-04-2024,1785.16
CUST10704,03-11-2024,105.78
CUST10733,18-06-2025,932.16
CUST10848,13-06-2025,276.22
CUST10898,07-08-2021,1169.04
CUST10515,15-09-2021,358.13
CUST10310,01-10-2024,559.39
CUST10391,01-09-2024,408.3
CUST10552,20-11-2023,1633.37
CUST10395,13-09-2023,1797.99
CUST10413,06-01-2023,744.97
CUST10065,13-03-2023,1137.62
CUST10324,10-05-2023,343.03
CUST10344,24-12-2022,1107.52
CUST10138,10-02-2024,288.9
CUST10265,15-08-2024,509.23
CUST10902,14-10-2024,183.09
CUST10274,11-08-2024,1166.34
CUST10621,17-10-2022,2217.3
CUST10451,10-05-2025,1369.81
CUST10163,25-11-2023,874.78
CUST10959,13-10-2024,385.02
CUST10472,12-04-2025,1018.84
CUST10196,10-02-2024,362.25
CUST10392,13-03-2024,1299.31
CUST10480,01-11-2020,820.07
CUST10095,19-06-2023,2398.48
CUST10786,21-12-2024,1420.96
CUST10452,16-02-2021,97.25
CUST10727,02-03-2021,396.16
CUST10124,03-09-2022,711.41
CUST10571,15-07-2024,113.05
CUST10191,05-11-2023,463.58
CUST10263,11-03-2022,927.88
CUST10965,24-06-2024,1709.81
CUST10316,14-07-2025,1818.89
CUST10881,09-06-2025,1223.44
CUST10420,15-09-2022,1290.53
CUST10832,09-06-2025,410.6
CUST10301,04-04-2023,1378.11
CUST10760,21-09-2022,852.59
CUST10803,25-11-2023,128.44
CUST10305,25-02-2025,1030.51
CUST10204,12-02-2023,313.42
CUST10365,15-02-2025,1292.01
CUST10665,19-06-2022,1533.3
CUST10716,20-11-2024,808.16
CUST10133,21-05-2025,2119.76
CUST10686,24-07-2022,1091.31
CUST10875,16-01-2025,447.65
CUST10862,15-06-2025,875.86
CUST10611,24-02-2024,1698.16
CUST10771,02-10-2024,1612.57
CUST10220,16-08-2023,737.22
CUST10552,03-07-2025,1201.69
CUST10894,05-02-2025,212.43
CUST10658,01-06-2021,388.33
CUST10106,27-08-2024,806.32
CUST10842,24-04-2024,760.31
CUST10815,22-08-2023,959.68
CUST10441,08-01-2024,672.21
CUST10221,18-03-2025,628.98
CUST10268,10-03-2022,1170.61
CUST10774,15-11-2024,719.91
CUST10547,19-11-2024,484.32
CUST10547,10-06-2024,960.63
CUST10930,26-02-2025,2293.79
CUST10680,20-08-2022,598.21
CUST10645,22-06-2023,865.57
CUST10883,30-03-2025,1606.43
CUST10242,15-07-2025,763.78
CUST10135,12-06-2023,1696.9
CUST10680,20-01-2024,958.27
CUST10910,01-02-2023,1493.05
CUST10820,02-11-2023,170.27
CUST10577,24-07-2022,3865.2
CUST10677,17-10-2024,1894.28
CUST10069,19-05-2025,2059.29
CUST10806,22-09-2024,746.23
CUST10345,21-03-2024,241.05
CUST10053,17-10-2024,594.86
CUST10757,09-02-2024,1181.61
CUST10776,01-04-2024,244.58
CUST10456,29-06-2025,342.99
CUST10966,08-06-2022,263.51
CUST10256,13-04-2025,616.51
CUST10881,22-02-2025,1568.1
CUST10653,06-04-2025,446.65
CUST10721,21-01-2023,1607.09
CUST10059,12-11-2021,358.44
CUST10989,13-08-2024,943.34
CUST10679,20-05-2024,570.01
CUST10902,26-08-2023,2132.08
CUST10058,11-06-2023,78.75
CUST10618,03-06-2024,492.28
CUST10251,09-05-2022,821.05
CUST10037,03-10-2022,607.36
CUST10760,26-01-2024,631.2
CUST10362,01-09-2024,857.13
CUST10879,08-10-2024,1707.58
CUST10872,25-05-2024,858.47
CUST10095,27-02-2023,241.1
CUST10173,20-01-2023,1633.57
CUST10685,24-04-2024,116.67
CUST10184,05-12-2024,681.81
CUST10196,19-03-2025,1245.64
CUST10192,01-09-2024,1530.61
CUST10922,11-06-2025,1374.8
CUST10831,14-06-2025,962.43
CUST10840,31-07-2024,1246.16
CUST10660,25-11-2023,1396.39
CUST10624,21-07-2025,418.71
CUST10044,23-02-2025,3365.1
CUST10517,26-10-2024,1207.88
CUST10626,14-12-2024,73.69
CUST10873,16-06-2023,1552.49
CUST10627,24-05-2024,647.43
CUST10734,03-02-2024,997.32
CUST10642,16-02-2024,1603.98
CUST10529,10-12-2024,760.6
CUST10896,27-04-2024,2903.3
CUST10011,15-02-2021,2305.34
CUST10695,24-01-2022,1946.5
CUST10418,27-04-2024,656.75
CUST10505,19-04-2024,2037
CUST10798,13-07-2023,682.53
CUST10642,24-11-2024,565.07
CUST10061,08-03-2025,506.31
CUST10554,21-02-2022,193.74
CUST10900,09-11-2024,428.15
CUST10245,02-03-2023,3014.14
CUST10534,22-12-2023,827.55
CUST10995,18-09-2021,1072.99
CUST10948,31-10-2024,933.52
CUST10246,19-01-2025,1092.63
CUST10677,07-11-2023,1200.3
CUST10110,15-05-2023,467.19
CUST10835,11-11-2024,506.61
CUST10332,07-08-2023,159.37
CUST10436,30-12-2024,1294.04
CUST10180,01-08-2023,709.52
CUST10032,12-10-2024,2421.55
CUST10926,03-09-2022,804.12
CUST10875,14-10-2023,1112.53
CUST10527,13-08-2024,993.26
CUST10632,25-03-2025,285.84
CUST10395,10-01-2024,1109.26
CUST10312,31-07-2024,2749.76
CUST10362,22-03-2025,338.72
CUST10031,17-04-2025,208.67
CUST10938,08-04-2022,459.53
CUST10470,12-11-2024,614.4
CUST10349,17-01-2024,1416.81
CUST10395,05-12-2022,636.45
CUST10448,27-07-2025,459.92
CUST10510,08-12-2024,2448.06
CUST10484,17-08-2024,625.7
CUST10363,16-06-2025,207.91
CUST10741,16-02-2021,255.45
CUST10670,22-04-2022,331.23
CUST10167,23-04-2024,1326.02
CUST10447,28-05-2022,778.75
CUST10062,19-08-2022,641.59
CUST10692,25-07-2024,2098.66
CUST10719,08-10-2024,372.02
CUST10537,23-02-2025,1829.44
CUST10336,19-11-2023,207.97
CUST10265,07-12-2024,784.35
CUST10582,06-06-2025,753.9
CUST10049,05-08-2024,375.49
CUST10031,15-04-2025,1522.73
CUST10393,02-07-2024,560.91
CUST10157,01-10-2021,113.37
CUST10486,06-02-2025,894.78
CUST10201,01-03-2025,583.88
CUST10399,14-07-2021,255.56
CUST10847,05-04-2024,341.5
CUST10556,18-09-2024,1022.9
CUST10624,16-07-2024,413.09
CUST10744,12-03-2022,813.69
CUST10478,27-06-2025,1799.04
CUST10182,26-05-2024,1147.54
CUST10231,19-11-2024,185.19
CUST10526,16-03-2022,1418.01
CUST10061,12-03-2025,516.81
CUST10855,06-11-2024,759.42
CUST10629,14-11-2024,473.33
CUST10866,22-08-2024,466.37
CUST10168,20-10-2023,3433.24
CUST10421,07-06-2022,120.78
CUST10464,10-08-2023,448.22
CUST10767,30-12-2023,582.08
CUST10596,30-06-2024,604.17
CUST10659,26-11-2024,605.55
CUST10913,04-07-2023,2966.4
CUST10738,13-06-2024,184.49
CUST10001,03-04-2024,810.5
CUST10202,27-02-2023,1471.95
CUST10047,12-09-2023,1006.6
CUST10580,01-06-2024,1194.2
CUST10635,03-05-2024,943.6
CUST10406,27-01-2022,1514.9
CUST10075,22-07-2024,822.05
CUST10967,25-03-2025,1496.24
CUST10722,06-03-2024,906.69
CUST10538,27-06-2022,519.54
CUST10411,04-12-2024,2186.27
CUST10005,09-10-2024,1975.04
CUST10912,19-09-2023,1202.04
CUST10144,31-05-2025,756.86
CUST10811,09-03-2025,647.61
CUST10230,24-01-2025,2019.95
CUST10704,03-12-2024,1153.63
CUST10871,02-04-2025,845.53
CUST10840,21-11-2024,3121.61
CUST10409,20-09-2022,186.87
CUST10347,19-11-2023,1457.06
CUST10213,05-11-2023,261.23
CUST10104,25-12-2024,37.5
CUST10670,17-11-2021,1418.4
CUST10398,18-01-2024,371.95
CUST10915,16-09-2024,399.51
CUST10324,25-03-2022,785.77
CUST10033,01-12-2024,1031.86
CUST10612,01-06-2025,926.63
CUST10078,06-04-2024,384.8
CUST10206,05-12-2023,1026.88
CUST10358,30-07-2024,599.79
CUST10971,14-04-2024,4438.67
CUST10360,25-06-2025,3674.61
CUST10714,18-09-2024,1112.58
CUST10043,05-10-2023,744.62
CUST10661,29-07-2025,1108.86
CUST10437,20-06-2023,2384.46
CUST10606,04-02-2023,495.11
CUST10930,15-11-2023,740.84
CUST10313,10-01-2024,4902.14
CUST10445,07-07-2025,582.82
CUST10300,28-02-2021,229.48
CUST10666,23-05-2023,224.28
CUST10517,19-07-2024,702.58
CUST10164,04-05-2024,1304.2
CUST10767,08-09-2022,2027.86
CUST10172,02-05-2025,828.1
CUST10810,28-07-2024,81.68
CUST10933,20-12-2024,970.97
CUST10526,18-01-2023,496.32
CUST10580,02-04-2023,156.82
CUST10137,25-07-2025,1655.33
CUST10673,13-07-2021,355.84
CUST10841,11-06-2024,1236.66
CUST10706,05-08-2024,1620.79
CUST10012,07-10-2023,632.83
CUST10583,04-08-2022,1190.03
CUST10000,31-01-2023,1217.04
CUST10446,04-07-2023,411.61
CUST10220,26-02-2025,310.07
CUST10812,23-05-2025,1251.82
CUST10227,09-08-2023,436.45
CUST10983,06-12-2024,1013.92
CUST10449,07-01-2025,222.13
CUST10098,10-07-2025,1098.19
CUST10007,11-09-2024,1980.12
CUST10446,18-01-2025,1063.3
CUST10163,01-11-2023,781.89
CUST10562,02-08-2023,923.13
CUST10294,23-12-2023,943.72
CUST10528,13-07-2021,377.04
CUST10752,26-01-2024,2349.23
CUST10473,24-04-2025,621.85
CUST10970,28-04-2025,218.03
CUST10756,05-01-2022,473.26
CUST10857,10-05-2024,661.22
CUST10682,23-09-2022,1037.67
CUST10190,26-12-2023,883.51
CUST10825,06-10-2022,1163.53
CUST10634,17-12-2023,294.86
CUST10586,03-06-2025,2303.74
CUST10400,11-01-2021,239.61
CUST10196,24-12-2024,114.37
CUST10822,13-04-2023,669.43
CUST10820,03-10-2022,2010.47
CUST10725,24-01-2022,273.37
CUST10907,29-04-2025,26.84
CUST10882,29-12-2021,1013.61
CUST10297,05-02-2021,714.89
CUST10324,29-06-2022,997.64
CUST10117,14-03-2025,759.87
CUST10970,29-01-2024,1091.41
CUST10660,30-08-2024,892.4
CUST10121,23-07-2024,1242.93
CUST10575,14-05-2021,280.39
CUST10121,19-05-2024,630.21
CUST10495,07-07-2024,396.57
CUST10052,21-11-2021,453.07
CUST10807,04-06-2025,954.28
CUST10568,02-05-2023,1518.37
CUST10393,08-02-2024,938.24
CUST10364,09-07-2025,1506.68
CUST10573,15-12-2023,133.47
CUST10916,12-08-2024,720.08
CUST10056,08-01-2023,825.51
CUST10108,06-12-2023,239.71
CUST10475,21-10-2024,398.45
CUST10916,18-08-2024,515.13
CUST10273,24-04-2023,919.59
CUST10059,24-09-2024,929.08
CUST10592,25-10-2024,1742.92
CUST10335,18-10-2021,1503.59
CUST10740,25-05-2022,309.04
CUST10448,02-11-2022,519.91
CUST10128,09-11-2021,823.63
CUST10841,04-06-2025,992.08
CUST10318,14-01-2023,186.46
CUST10469,22-12-2024,1111.9
CUST10048,27-04-2025,678.94
CUST10129,22-05-2025,1477.96
CUST10295,12-04-2025,74.44
CUST10544,10-07-2022,2632.28
CUST10869,04-02-2024,2402.53
CUST10116,14-07-2024,1024.25
CUST10806,14-07-2025,173.15
CUST10607,04-02-2023,1225.97
CUST10125,03-06-2025,1452.49
CUST10954,10-08-2024,1619.97
CUST10662,29-07-2025,316.16
CUST10083,10-10-2024,896.58
CUST10857,18-05-2025,383.97
CUST10438,07-02-2025,346.77
CUST10440,06-04-2025,173.58
CUST10520,18-09-2024,3123.57
CUST10967,28-01-2024,822.52
CUST10087,01-04-2025,250.28
CUST10433,04-12-2024,981.86
CUST10364,11-07-2025,174
CUST10573,09-09-2023,615.3
CUST10969,27-04-2024,1301.79
CUST10600,10-11-2023,752.62
CUST10172,12-04-2024,1398.54
CUST10717,09-07-2025,1005.1
CUST10589,23-10-2024,211.82
CUST10504,14-08-2023,1198.21
CUST10511,01-05-2024,1567
CUST10734,30-10-2024,441.89
CUST10664,12-03-2025,506.73
CUST10721,05-11-2023,312.25
CUST10852,16-06-2024,593.15
CUST10622,12-03-2025,534.3
CUST10519,17-12-2023,488.92
CUST10940,28-07-2023,572.06
CUST10782,12-02-2025,1660.48
CUST10424,11-07-2025,1595.25
CUST10949,29-06-2022,1424.41
CUST10300,21-07-2024,302.36
CUST10769,13-09-2023,259.75
CUST10473,25-09-2024,511.68
CUST10478,03-06-2024,703.79
CUST10247,30-07-2024,965.6
CUST10213,03-03-2024,603.45
CUST10603,14-05-2022,238.86
CUST10802,12-03-2024,1251.23
CUST10550,29-07-2023,958.44
CUST10197,22-09-2023,1303.33
CUST10135,07-10-2024,1677.17
CUST10063,06-04-2022,681.93
CUST10971,09-08-2024,1042.71
CUST10283,10-10-2024,2005.78
CUST10752,22-10-2021,630.82
CUST10014,12-03-2024,180.07
CUST10783,28-04-2025,1003.25
CUST10452,20-08-2023,1283.74
CUST10459,22-08-2023,643.09
CUST10986,08-05-2025,1858.22
CUST10683,06-12-2024,1568.05
CUST10179,19-08-2023,896.65
CUST10213,21-02-2024,937.73
CUST10296,27-03-2025,321.59
CUST10904,13-12-2022,1022.31
CUST10558,18-12-2023,1191
CUST10309,15-10-2024,3353.3
CUST10148,03-01-2024,1069.11
CUST10087,17-11-2023,1227.3
CUST10936,11-04-2025,2122.06
CUST10841,15-06-2024,1288.98
CUST10188,24-04-2025,529.42
CUST10543,19-09-2024,678.02
CUST10092,03-06-2024,162.78
CUST10675,15-05-2024,827.4
CUST10170,05-12-2024,49.92
CUST10174,12-06-2024,608.21
CUST10417,21-06-2025,256.1
CUST10172,26-11-2024,1174.89
CUST10865,22-08-2024,888.32
CUST10218,28-07-2024,2692.07
CUST10778,25-04-2022,845.78
CUST10431,13-01-2023,919.36
CUST10828,30-01-2025,266.14
CUST10258,27-11-2022,1480.88
CUST10347,24-08-2023,384.09
CUST10792,07-06-2023,309.35
CUST10675,15-05-2024,2231.87
CUST10157,24-12-2022,305.41
CUST10861,08-05-2022,2985.85
CUST10570,12-06-2022,107.38
CUST10237,23-04-2025,497.98
CUST10959,05-01-2024,409.09
CUST10424,11-01-2024,1016.42
CUST10336,04-02-2024,788.23
CUST10762,03-10-2024,3160.96
CUST10781,08-03-2022,244.98
CUST10854,31-03-2024,783.41
CUST10952,12-03-2024,383.24
CUST10011,20-01-2022,673.31
CUST10792,23-12-2022,1644.48
CUST10771,02-07-2024,315.04
CUST10767,16-03-2023,3114.34
CUST10743,06-02-2022,319.13
CUST10236,07-12-2022,3565.48
CUST10174,03-09-2024,17.61
CUST10647,13-12-2023,97.33
CUST10299,10-08-2021,1126.98
CUST10058,24-02-2024,418.96
CUST10114,24-09-2023,1651.21
CUST10231,26-02-2025,1943.05
CUST10639,22-02-2025,642.02
CUST10693,19-12-2020,290.79
CUST10031,25-06-2025,1805.58
CUST10436,09-11-2024,1472.78
CUST10604,08-02-2024,724.39
CUST10004,08-05-2024,3626.34
CUST10530,02-03-2023,1770.91
CUST10034,27-02-2025,1856.18
CUST10178,08-10-2023,1231.04
CUST10702,08-04-2023,1128.95
CUST10810,23-06-2023,730.74
CUST10615,18-06-2024,106.44
CUST10019,06-05-2023,1163.05
CUST10821,26-05-2024,978.27
CUST10550,27-02-2023,1616.83
CUST10450,29-05-2023,265.88
CUST10742,29-05-2024,777.02
CUST10752,09-03-2024,374.41
CUST10433,31-01-2025,732.95
CUST10953,16-06-2025,307.79
CUST10644,09-08-2023,2550.75
CUST10150,01-07-2022,1155.98
CUST10984,18-11-2023,830.85
CUST10372,07-01-2023,774.04
CUST10410,23-02-2024,2386.7
CUST10875,01-03-2023,1602.41
CUST10230,15-02-2024,566.25
CUST10775,11-08-2023,882.92
CUST10690,26-05-2025,3341.77
CUST10576,20-04-2025,490.15
CUST10507,07-07-2024,387.63
CUST10854,26-04-2025,1100.17
CUST10734,04-12-2023,214.98
CUST10926,19-03-2024,670.04
CUST10571,02-07-2024,3714.51
CUST10650,30-04-2025,808.79
CUST10286,20-11-2024,161.98
CUST10124,11-06-2024,650.93
CUST10514,07-09-2024,310.41
CUST10766,29-04-2024,2348.64
CUST10295,15-12-2024,133.76
CUST10024,04-06-2022,2421.66
CUST10300,17-05-2023,1116.55
CUST10648,14-09-2023,360.23
CUST10538,26-07-2024,1982.73
CUST10780,03-03-2025,1884.96
CUST10063,30-03-2022,597.25
CUST10293,15-01-2024,1074.58
CUST10056,12-08-2022,991.13
CUST10094,19-06-2025,1244.27
CUST10379,05-02-2024,2368.53
CUST10364,25-12-2024,499.69
CUST10117,30-01-2024,487.12
CUST10684,15-10-2024,650.06
CUST10516,25-01-2023,144.63
CUST10461,07-05-2023,1213.08
CUST10281,13-09-2024,433.69
CUST10979,28-11-2024,283.83
CUST10727,06-04-2025,871.29
CUST10035,24-08-2024,1033.87
CUST10056,14-12-2022,504.63
CUST10565,07-10-2021,453.54
CUST10279,27-03-2023,1854.25
CUST10346,05-01-2024,359.71
CUST10977,14-04-2025,1673.24
CUST10357,27-09-2023,754.46
CUST10251,18-03-2025,234.95
CUST10786,19-12-2023,1312.72
CUST10287,20-01-2023,1929.64
CUST10999,25-02-2025,1196.96
CUST10803,27-05-2023,1137.33
CUST10501,25-09-2024,1254.42
CUST10270,02-06-2025,460.11
CUST10778,07-05-2023,706.71
CUST10772,03-03-2025,163.87
CUST10069,16-07-2025,3049.19
CUST10234,17-03-2022,1109.7
CUST10418,01-02-2024,328.55
CUST10389,04-04-2022,468.33
CUST10481,24-02-2024,1656.17
CUST10166,27-05-2025,1271.28
CUST10847,12-12-2024,1988.07
CUST10628,25-11-2024,1073.02
CUST10422,06-12-2022,1152.81
CUST10469,18-03-2025,766.22
CUST10444,11-08-2022,2651.77
CUST10226,01-12-2022,955.61
CUST10467,26-02-2025,624.27
CUST10795,03-06-2025,1245.27
CUST10525,02-09-2022,194.34
CUST10647,29-04-2024,279.29
CUST10083,07-10-2024,832.52
CUST10753,29-07-2024,1217.04
CUST10519,27-06-2024,978.58
CUST10404,30-01-2025,1186.25
CUST10389,11-01-2025,556.69
CUST10193,01-02-2025,918.33
CUST10205,31-07-2023,1870.04
CUST10908,14-10-2024,343.4
CUST10634,08-05-2024,457.62
CUST10136,18-02-2022,682.66
CUST10038,23-09-2023,1028.07
CUST10641,29-12-2024,919.95
CUST10146,26-09-2023,1291.59
CUST10467,29-11-2024,1187.73
CUST10359,26-02-2025,388.11
CUST10360,06-04-2024,1540.92
CUST10869,20-01-2025,566.56
CUST10819,06-03-2024,2018.79
CUST10921,29-04-2024,669.79
CUST10994,07-07-2025,861.32
CUST10816,09-02-2024,1551.82
CUST10877,14-02-2024,2868.23
CUST10698,23-12-2024,401.76
CUST10814,05-04-2025,378.68
CUST10844,10-12-2024,597.52
CUST10096,09-07-2025,599.57
CUST10259,12-03-2025,598.09
CUST10874,29-05-2025,401.84
CUST10989,30-08-2023,917.23
CUST10246,09-10-2024,625.15
CUST10327,03-11-2023,827.29
CUST10317,11-08-2024,1619.05
CUST10018,10-10-2021,2390.3
CUST10901,13-12-2023,1773.21
